timestamp,datapoint0,datapoint1,datapoint2,datapoint3
42:05.1,0,0,0,0
42:05.1,0,0,0,0
42:05.1,0,0,0,0
42:05.1,0,0,0,0
42:05.1,0,0,0,0
42:05.1,0,0,0,0
42:05.1,0,0,0,0
42:05.2,0,0,0,0
42:05.2,0,0,0,0
42:05.2,0,0,0,0
42:05.2,0,0,0,0
42:05.2,0,0,0,0
42:05.2,0,0,0,0
42:05.3,0,0,0,0
42:05.3,0,0,0,0
42:05.3,0,0,0,0
42:05.3,0,0,0,0
42:05.3,0.30347303,0.30347303,0.30347303,0.30347303
42:05.4,0.5612908,0.5612908,0.5612908,0.5612908
42:05.4,0.4082115,0.4082115,0.4082115,0.4082115
42:05.4,0.31958663,0.31958663,0.31958663,0.31958663
42:05.4,0.30615863,0.30615863,0.30615863,0.30615863
42:05.4,0.24707538,0.24707538,0.24707538,0.24707538
42:05.4,0.17993534,0.17993534,0.17993534,0.17993534
42:05.4,0,0,0,0
42:05.5,0,0,0,0
42:05.5,0,0,0,0
42:05.5,0,0,0,0
42:05.5,0,0,0,0
42:05.5,0,0,0,0
42:05.5,0,0,0,0
42:05.6,0,0,0,0
42:05.6,0,0,0,0
42:05.6,0,0,0,0
42:05.6,0,0,0,0
42:05.6,0,0,0,0
42:05.6,0,0,0,0
42:05.6,0,0,0,0
42:05.7,0,0,0,0
42:05.7,0,0,0,0
42:05.7,0,0,0,0
42:05.7,0,0,0,0
42:05.7,0,0,0,0
42:05.8,0.44580993,0.44580993,0.44580993,0.44580993
42:05.8,0.5424916,0.5424916,0.5424916,0.5424916
42:05.8,0.54786277,0.54786277,0.54786277,0.54786277
42:05.8,0.2927306,0.2927306,0.2927306,0.2927306
42:05.8,0.20142014,0.20142014,0.20142014,0.20142014
42:05.8,0.15039371,0.15039371,0.15039371,0.15039371
42:05.9,0.18799214,0.18799214,0.18799214,0.18799214
42:05.9,0.09399607,0.09399607,0.09399607,0.09399607
42:05.9,0.18262093,0.18262093,0.18262093,0.18262093
42:05.9,0.1315945,0.1315945,0.1315945,0.1315945
42:05.9,0.115480885,0.115480885,0.115480885,0.115480885
42:05.9,0.2819882,0.2819882,0.2819882,0.2819882
42:05.9,0.38672668,0.38672668,0.38672668,0.38672668
42:06.0,0,0,0,0
42:06.0,0,0,0,0
42:06.0,0,0,0,0
42:06.0,0,0,0,0
42:06.0,0,0,0,0
42:06.0,0,0,0,0
42:06.0,0,0,0,0
42:06.1,0,0,0,0
42:06.1,0,0,0,0
42:06.1,0,0,0,0
42:06.1,0,0,0,0
42:06.1,1.0608127,1.0608127,1.0608127,1.0608127
42:06.2,0.061768845,0.061768845,0.061768845,0.061768845
42:06.2,0.021484815,0.021484815,0.021484815,0.021484815
42:06.2,0.02685602,0.02685602,0.02685602,0.02685602
42:06.2,0.051026437,0.051026437,0.051026437,0.051026437
42:06.2,0.04296963,0.04296963,0.04296963,0.04296963
42:06.3,0,0,0,0
42:06.3,0.021484815,0.021484815,0.021484815,0.021484815
42:06.3,0.22021936,0.22021936,0.22021936,0.22021936
42:06.3,0,0,0,0
42:06.3,0.6418589,0.6418589,0.6418589,0.6418589
42:06.3,0,0,0,0
42:06.3,0,0,0,0
42:06.4,0,0,0,0
42:06.4,0,0,0,0
42:06.4,0,0,0,0
42:06.4,0,0,0,0
42:06.4,0,0,0,0
42:06.4,1.1413808,1.1413808,1.1413808,1.1413808
42:06.5,0.06982565,0.06982565,0.06982565,0.06982565
42:06.5,0.08056806,0.08056806,0.08056806,0.08056806
42:06.5,0.06714005,0.06714005,0.06714005,0.06714005
42:06.5,0.037598427,0.037598427,0.037598427,0.037598427
42:06.5,0.024170417,0.024170417,0.024170417,0.024170417
42:06.5,0.034912825,0.034912825,0.034912825,0.034912825
42:06.5,0,0,0,0
42:06.6,0,0,0,0
42:06.6,0,0,0,0
42:06.6,0,0,0,0
42:06.6,0,0,0,0
42:06.6,0,0,0,0
42:06.7,0,0,0,0
42:06.7,0.7277981,0.7277981,0.7277981,0.7277981
42:06.7,0.08325366,0.08325366,0.08325366,0.08325366
42:06.7,0.051026437,0.051026437,0.051026437,0.051026437
42:06.7,0.088624865,0.088624865,0.088624865,0.088624865
42:06.7,0.045655232,0.045655232,0.045655232,0.045655232
42:06.8,0.024170417,0.024170417,0.024170417,0.024170417
42:06.8,0,0,0,0
42:06.8,0,0,0,0
42:06.8,0,0,0,0
42:06.8,0,0,0,0
42:06.8,0,0,0,0
42:06.9,0,0,0,0
42:06.9,1.5845052,1.5845052,1.5845052,1.5845052
42:06.9,0.12353769,0.12353769,0.12353769,0.12353769
42:06.9,0.08593926,0.08593926,0.08593926,0.08593926
42:06.9,0.06714005,0.06714005,0.06714005,0.06714005
42:06.9,0.045655232,0.045655232,0.045655232,0.045655232
42:07.0,0.032227222,0.032227222,0.032227222,0.032227222
42:07.0,0,0,0,0
42:07.0,0,0,0,0
42:07.0,0,0,0,0
42:07.0,0,0,0,0
42:07.0,0,0,0,0
42:07.1,0,0,0,0
42:07.1,1.1091536,1.1091536,1.1091536,1.1091536
42:07.1,0.14502251,0.14502251,0.14502251,0.14502251
42:07.1,0.072511256,0.072511256,0.072511256,0.072511256
42:07.1,0.021484815,0.021484815,0.021484815,0.021484815
42:07.1,0.024170417,0.024170417,0.024170417,0.024170417
42:07.2,0.23364736,0.23364736,0.23364736,0.23364736
42:07.2,0,0,0,0
42:07.2,0,0,0,0
42:07.2,0,0,0,0
42:07.2,0,0,0,0
42:07.3,0,0,0,0
42:07.3,0.77076775,0.77076775,0.77076775,0.77076775
42:07.3,0.1423369,0.1423369,0.1423369,0.1423369
42:07.3,0.08593926,0.08593926,0.08593926,0.08593926
42:07.3,0,0,0,0
42:07.4,0,0,0,0
42:07.4,1.1950929,1.1950929,1.1950929,1.1950929
42:07.4,0.19067773,0.19067773,0.19067773,0.19067773
42:07.4,0.077882454,0.077882454,0.077882454,0.077882454
42:07.4,0.06982565,0.06982565,0.06982565,0.06982565
42:07.4,0.061768845,0.061768845,0.061768845,0.061768845
42:07.5,0,0,0,0
42:07.5,0,0,0,0
42:07.5,0,0,0,0
42:07.5,0,0,0,0
42:07.5,0,0,0,0
42:07.5,0.89430547,0.89430547,0.89430547,0.89430547
42:07.6,0.15576491,0.15576491,0.15576491,0.15576491
42:07.6,0.051026437,0.051026437,0.051026437,0.051026437
42:07.6,0.04028403,0.04028403,0.04028403,0.04028403
42:07.6,0.48072276,0.48072276,0.48072276,0.48072276
42:07.6,0,0,0,0
42:07.6,0,0,0,0
42:07.7,0,0,0,0
42:07.7,0,0,0,0
42:07.7,1.3186306,1.3186306,1.3186306,1.3186306
42:07.7,0.4108971,0.4108971,0.4108971,0.4108971
42:07.7,0.18799214,0.18799214,0.18799214,0.18799214
42:07.7,0.29004502,0.29004502,0.29004502,0.29004502
42:07.8,0.15845051,0.15845051,0.15845051,0.15845051
42:07.8,0.9292183,0.9292183,0.9292183,0.9292183
42:07.8,0,0,0,0
42:07.8,0,0,0,0
42:07.8,0,0,0,0
42:07.8,0,0,0,0
42:07.9,1.1628656,1.1628656,1.1628656,1.1628656
42:07.9,1.1762936,1.1762936,1.1762936,1.1762936
42:07.9,0.2981018,0.2981018,0.2981018,0.2981018
42:07.9,0.1396513,0.1396513,0.1396513,0.1396513
42:07.9,0.09936727,0.09936727,0.09936727,0.09936727
42:08.0,0.46998033,0.46998033,0.46998033,0.46998033
42:08.0,0,0,0,0
42:08.0,0,0,0,0
42:08.0,0,0,0,0
42:08.0,0,0,0,0
42:08.1,1.3857706,1.3857706,1.3857706,1.3857706
42:08.1,0.90773344,0.90773344,0.90773344,0.90773344
42:08.1,0.17187852,0.17187852,0.17187852,0.17187852
42:08.1,0.31958663,0.31958663,0.31958663,0.31958663
42:08.1,0.11010968,0.11010968,0.11010968,0.11010968
42:08.1,1.1548089,1.1548089,1.1548089,1.1548089
42:08.2,0,0,0,0
42:08.2,0,0,0,0
42:08.2,0,0,0,0
42:08.2,0,0,0,0
42:08.2,1.5307931,1.5307931,1.5307931,1.5307931
42:08.2,1.0473847,1.0473847,1.0473847,1.0473847
42:08.3,0.17724973,0.17724973,0.17724973,0.17724973
42:08.3,0.2658746,0.2658746,0.2658746,0.2658746
42:08.3,0.13696569,0.13696569,0.13696569,0.13696569
42:08.3,0.49146515,0.49146515,0.49146515,0.49146515
42:08.3,0,0,0,0
42:08.3,0,0,0,0
42:08.3,0,0,0,0
42:08.4,0.21216255,0.21216255,0.21216255,0.21216255
42:08.4,0.5317492,0.5317492,0.5317492,0.5317492
42:08.4,0,0,0,0
42:08.4,0,0,0,0
42:08.4,0,0,0,0
42:08.4,0,0,0,0
42:08.5,1.396513,1.396513,1.396513,1.396513
42:08.5,0.9023622,0.9023622,0.9023622,0.9023622
42:08.5,0.3088442,0.3088442,0.3088442,0.3088442
42:08.5,0.4216395,0.4216395,0.4216395,0.4216395
42:08.5,0.30078742,0.30078742,0.30078742,0.30078742
42:08.6,1.396513,1.396513,1.396513,1.396513
42:08.6,0,0,0,0
42:08.6,0,0,0,0
42:08.6,0,0,0,0
42:08.6,0,0,0,0
42:08.6,1.5227363,1.5227363,1.5227363,1.5227363
42:08.7,1.0366423,1.0366423,1.0366423,1.0366423
42:08.7,0.33032903,0.33032903,0.33032903,0.33032903
42:08.7,0.4162683,0.4162683,0.4162683,0.4162683
42:08.7,0.33570024,0.33570024,0.33570024,0.33570024
42:08.7,0.58009005,0.58009005,0.58009005,0.58009005
42:08.7,0,0,0,0
42:08.7,0,0,0,0
42:08.8,0,0,0,0
42:08.8,0,0,0,0
42:08.8,1.4341115,1.4341115,1.4341115,1.4341115
42:08.8,0.88624865,0.88624865,0.88624865,0.88624865
42:08.8,0.35987067,0.35987067,0.35987067,0.35987067
42:08.8,0.5102644,0.5102644,0.5102644,0.5102644
42:08.9,0.38135546,0.38135546,0.38135546,0.38135546
42:08.9,1.342801,1.342801,1.342801,1.342801
42:08.9,0,0,0,0
42:08.9,0,0,0,0
42:08.9,0,0,0,0
42:08.9,0,0,0,0
42:09.0,1.5415355,1.5415355,1.5415355,1.5415355
42:09.0,1.0876688,1.0876688,1.0876688,1.0876688
42:09.0,0.34107146,0.34107146,0.34107146,0.34107146
42:09.0,0.5075788,0.5075788,0.5075788,0.5075788
42:09.0,0.4377531,0.4377531,0.4377531,0.4377531
42:09.1,0.6176884,0.6176884,0.6176884,0.6176884
42:09.1,0,0,0,0
42:09.1,0,0,0,0
42:09.1,0,0,0,0
42:09.1,0,0,0,0
42:09.1,1.4717098,1.4717098,1.4717098,1.4717098
42:09.2,0.9023622,0.9023622,0.9023622,0.9023622
42:09.2,0.49146515,0.49146515,0.49146515,0.49146515
42:09.2,0.54786277,0.54786277,0.54786277,0.54786277
42:09.2,0.49952197,0.49952197,0.49952197,0.49952197
42:09.2,1.3186306,1.3186306,1.3186306,1.3186306
42:09.2,0,0,0,0
42:09.3,0,0,0,0
42:09.3,0,0,0,0
42:09.3,0,0,0,0
42:09.3,1.5576491,1.5576491,1.5576491,1.5576491
42:09.3,1.1091536,1.1091536,1.1091536,1.1091536
42:09.3,0.44849554,0.44849554,0.44849554,0.44849554
42:09.3,0.5451772,0.5451772,0.5451772,0.5451772
42:09.4,2.070599,2.070599,2.070599,2.070599
42:09.4,1.4421682,1.4421682,1.4421682,1.4421682
42:09.4,1.0285856,1.0285856,1.0285856,1.0285856
42:09.4,0.7358549,0.7358549,0.7358549,0.7358549
42:09.4,0.75196856,0.75196856,0.75196856,0.75196856
42:09.4,0.6740861,0.6740861,0.6740861,0.6740861
42:09.5,1.3750281,1.3750281,1.3750281,1.3750281
42:09.5,1.7966677,1.7966677,1.7966677,1.7966677
42:09.5,1.5764483,1.5764483,1.5764483,1.5764483
42:09.5,1.4153122,1.4153122,1.4153122,1.4153122
42:09.5,1.3723426,1.3723426,1.3723426,1.3723426
42:09.6,1.5442212,1.5442212,1.5442212,1.5442212
42:09.6,1.3266873,1.3266873,1.3266873,1.3266873
42:09.6,0.6767717,0.6767717,0.6767717,0.6767717
42:09.6,0.77882457,0.77882457,0.77882457,0.77882457
42:09.6,0.71974134,0.71974134,0.71974134,0.71974134
42:09.6,0.7627109,0.7627109,0.7627109,0.7627109
42:09.6,1.3642858,1.3642858,1.3642858,1.3642858
42:09.7,1.8208381,1.8208381,1.8208381,1.8208381
42:09.7,2.0813415,2.0813415,2.0813415,2.0813415
42:09.7,2.0517998,2.0517998,2.0517998,2.0517998
42:09.7,1.436797,1.436797,1.436797,1.436797
42:09.7,1.0285856,1.0285856,1.0285856,1.0285856
42:09.7,0.72242695,0.72242695,0.72242695,0.72242695
42:09.7,0.8352222,0.8352222,0.8352222,0.8352222
42:09.8,0.7841958,0.7841958,0.7841958,0.7841958
42:09.8,1.436797,1.436797,1.436797,1.436797
42:09.8,1.8100957,1.8100957,1.8100957,1.8100957
42:09.8,1.5657059,1.5657059,1.5657059,1.5657059
42:09.8,1.3991987,1.3991987,1.3991987,1.3991987
42:09.8,1.3401153,1.3401153,1.3401153,1.3401153
42:09.9,1.5657059,1.5657059,1.5657059,1.5657059
42:09.9,1.3535434,1.3535434,1.3535434,1.3535434
42:09.9,0.7116845,0.7116845,0.7116845,0.7116845
42:09.9,0.8271654,0.8271654,0.8271654,0.8271654
42:09.9,0.7600253,0.7600253,0.7600253,0.7600253
42:09.9,0.8083662,0.8083662,0.8083662,0.8083662
42:10.0,1.3857706,1.3857706,1.3857706,1.3857706
42:10.0,1.8181525,1.8181525,1.8181525,1.8181525
42:10.0,2.1001408,2.1001408,2.1001408,2.1001408
42:10.0,2.0491142,2.0491142,2.0491142,2.0491142
42:10.0,1.4179978,1.4179978,1.4179978,1.4179978
42:10.0,1.0205288,1.0205288,1.0205288,1.0205288
42:10.1,0.65528685,0.65528685,0.65528685,0.65528685
42:10.1,0.90773344,0.90773344,0.90773344,0.90773344
42:10.1,0.8325366,0.8325366,0.8325366,0.8325366
42:10.1,1.4824523,1.4824523,1.4824523,1.4824523
42:10.1,1.8584366,1.8584366,1.8584366,1.8584366
42:10.1,1.5522779,1.5522779,1.5522779,1.5522779
42:10.1,1.3777138,1.3777138,1.3777138,1.3777138
42:10.2,1.3078882,1.3078882,1.3078882,1.3078882
42:10.2,1.5657059,1.5657059,1.5657059,1.5657059
42:10.2,1.3911418,1.3911418,1.3911418,1.3911418
42:10.2,0.8325366,0.8325366,0.8325366,0.8325366
42:10.2,0.88087744,0.88087744,0.88087744,0.88087744
42:10.2,0.7841958,0.7841958,0.7841958,0.7841958
42:10.3,0.8352222,0.8352222,0.8352222,0.8352222
42:10.3,1.3750281,1.3750281,1.3750281,1.3750281
42:10.3,1.7778685,1.7778685,1.7778685,1.7778685
42:10.3,2.1001408,2.1001408,2.1001408,2.1001408
42:10.3,0.85670704,0.85670704,0.85670704,0.85670704
42:10.3,0.88087744,0.88087744,0.88087744,0.88087744
42:10.4,1.3669714,1.3669714,1.3669714,1.3669714
42:10.4,1.7536981,1.7536981,1.7536981,1.7536981
42:10.4,2.1081975,2.1081975,2.1081975,2.1081975
42:10.4,2.0222583,2.0222583,2.0222583,2.0222583
42:10.4,1.3911418,1.3911418,1.3911418,1.3911418
42:10.4,1.079612,1.079612,1.079612,1.079612
42:10.4,0.63380206,0.63380206,0.63380206,0.63380206
42:10.5,0.9883015,0.9883015,0.9883015,0.9883015
42:10.5,0.9265327,0.9265327,0.9265327,0.9265327
42:10.5,1.5549635,1.5549635,1.5549635,1.5549635
42:10.5,1.8933494,1.8933494,1.8933494,1.8933494
42:10.5,1.4985659,1.4985659,1.4985659,1.4985659
42:10.5,1.3132594,1.3132594,1.3132594,1.3132594
42:10.6,1.240748,1.240748,1.240748,1.240748
42:10.6,1.5818195,1.5818195,1.5818195,1.5818195
42:10.6,1.3938274,1.3938274,1.3938274,1.3938274
42:10.6,0.9265327,0.9265327,0.9265327,0.9265327
42:10.6,0.9480175,0.9480175,0.9480175,0.9480175
42:10.6,0.8755062,0.8755062,0.8755062,0.8755062
42:10.7,0.91041905,0.91041905,0.91041905,0.91041905
42:10.7,1.3347442,1.3347442,1.3347442,1.3347442
42:10.7,1.7644404,1.7644404,1.7644404,1.7644404
42:10.7,2.092084,2.092084,2.092084,2.092084
42:10.7,2.0195727,2.0195727,2.0195727,2.0195727
42:10.8,1.3991987,1.3991987,1.3991987,1.3991987
42:10.8,1.0769264,1.0769264,1.0769264,1.0769264
42:10.8,0.65797246,0.65797246,0.65797246,0.65797246
42:10.8,1.0285856,1.0285856,1.0285856,1.0285856
42:10.8,0.99635834,0.99635834,0.99635834,0.99635834
42:10.8,1.6301603,1.6301603,1.6301603,1.6301603
42:10.8,1.882607,1.882607,1.882607,1.882607
42:10.9,1.4878235,1.4878235,1.4878235,1.4878235
42:10.9,1.2514905,1.2514905,1.2514905,1.2514905
42:10.9,1.1950929,1.1950929,1.1950929,1.1950929
42:10.9,1.5683916,1.5683916,1.5683916,1.5683916
42:10.9,1.4179978,1.4179978,1.4179978,1.4179978
42:10.9,0.9748735,0.9748735,0.9748735,0.9748735
42:10.9,0.96950233,0.96950233,0.96950233,0.96950233
42:11.0,0.9480175,0.9480175,0.9480175,0.9480175
42:11.0,0.9614455,0.9614455,0.9614455,0.9614455
42:11.0,1.2622329,1.2622329,1.2622329,1.2622329
42:11.0,1.6919292,1.6919292,1.6919292,1.6919292
42:11.0,2.0893984,2.0893984,2.0893984,2.0893984
42:11.0,2.0437431,2.0437431,2.0437431,2.0437431
42:11.1,1.3723426,1.3723426,1.3723426,1.3723426
42:11.1,1.0849832,1.0849832,1.0849832,1.0849832
42:11.1,0.6767717,0.6767717,0.6767717,0.6767717
42:11.1,1.052756,1.052756,1.052756,1.052756
42:11.1,1.0500704,1.0500704,1.0500704,1.0500704
42:11.2,1.699986,1.699986,1.699986,1.699986
42:11.2,1.8557509,1.8557509,1.8557509,1.8557509
42:11.2,1.4555962,1.4555962,1.4555962,1.4555962
42:11.2,1.2192633,1.2192633,1.2192633,1.2192633
42:11.2,1.1521232,1.1521232,1.1521232,1.1521232
42:11.2,1.5737628,1.5737628,1.5737628,1.5737628
42:11.3,1.4448539,1.4448539,1.4448539,1.4448539
42:11.3,1.0151576,1.0151576,1.0151576,1.0151576
42:11.3,1.0097864,1.0097864,1.0097864,1.0097864
42:11.3,1.1118392,1.1118392,1.1118392,1.1118392
42:11.3,1.5845052,1.5845052,1.5845052,1.5845052
42:11.3,1.4717098,1.4717098,1.4717098,1.4717098
42:11.3,1.0688696,1.0688696,1.0688696,1.0688696
42:11.4,1.0581272,1.0581272,1.0581272,1.0581272
42:11.4,1.0608127,1.0608127,1.0608127,1.0608127
42:11.4,1.0500704,1.0500704,1.0500704,1.0500704
42:11.4,1.1789793,1.1789793,1.1789793,1.1789793
42:11.4,1.5710771,1.5710771,1.5710771,1.5710771
42:11.4,1.9739175,1.9739175,1.9739175,1.9739175
42:11.4,2.0195727,2.0195727,2.0195727,2.0195727
42:11.5,1.3911418,1.3911418,1.3911418,1.3911418
42:11.5,1.1225816,1.1225816,1.1225816,1.1225816
42:11.5,0.620374,0.620374,0.620374,0.620374
42:11.5,1.1494377,1.1494377,1.1494377,1.1494377
42:11.5,1.2138921,1.2138921,1.2138921,1.2138921
42:11.6,1.7536981,1.7536981,1.7536981,1.7536981
42:11.6,1.7456412,1.7456412,1.7456412,1.7456412
42:11.6,1.369657,1.369657,1.369657,1.369657
42:11.6,1.1091536,1.1091536,1.1091536,1.1091536
42:11.6,1.09304,1.09304,1.09304,1.09304
42:11.6,1.5898763,1.5898763,1.5898763,1.5898763
42:11.7,1.490509,1.490509,1.490509,1.490509
42:11.7,1.119896,1.119896,1.119896,1.119896
42:11.7,1.1145248,1.1145248,1.1145248,1.1145248
42:11.7,1.1010967,1.1010967,1.1010967,1.1010967
42:11.7,1.0876688,1.0876688,1.0876688,1.0876688
42:11.7,1.0903544,1.0903544,1.0903544,1.0903544
42:11.7,1.4797667,1.4797667,1.4797667,1.4797667
42:11.8,1.8987206,1.8987206,1.8987206,1.8987206
42:11.8,1.9416902,1.9416902,1.9416902,1.9416902
42:11.8,1.3750281,1.3750281,1.3750281,1.3750281
42:11.8,1.1816648,1.1816648,1.1816648,1.1816648
42:11.8,0.6660293,0.6660293,0.6660293,0.6660293
42:11.8,1.1897217,1.1897217,1.1897217,1.1897217
42:11.8,1.2488049,1.2488049,1.2488049,1.2488049
42:11.9,1.8315805,1.8315805,1.8315805,1.8315805
42:11.9,1.6382172,1.6382172,1.6382172,1.6382172
42:11.9,1.3240018,1.3240018,1.3240018,1.3240018
42:11.9,1.0446992,1.0446992,1.0446992,1.0446992
42:11.9,1.0044152,1.0044152,1.0044152,1.0044152
42:12.0,1.5737628,1.5737628,1.5737628,1.5737628
42:12.0,1.5710771,1.5710771,1.5710771,1.5710771
42:12.0,1.1736081,1.1736081,1.1736081,1.1736081
42:12.0,1.1413808,1.1413808,1.1413808,1.1413808
42:12.0,1.1413808,1.1413808,1.1413808,1.1413808
42:12.0,1.1628656,1.1628656,1.1628656,1.1628656
42:12.0,0.9748735,0.9748735,0.9748735,0.9748735
42:12.1,1.3132594,1.3132594,1.3132594,1.3132594
42:12.1,1.7939821,1.7939821,1.7939821,1.7939821
42:12.1,1.9094629,1.9094629,1.9094629,1.9094629
42:12.1,1.3857706,1.3857706,1.3857706,1.3857706
42:12.1,1.2165776,1.2165776,1.2165776,1.2165776
42:12.1,0.6848285,0.6848285,0.6848285,0.6848285
42:12.1,1.2514905,1.2514905,1.2514905,1.2514905
42:12.2,1.2756609,1.2756609,1.2756609,1.2756609
42:12.2,1.8987206,1.8987206,1.8987206,1.8987206
42:12.2,1.490509,1.490509,1.490509,1.490509
42:12.2,1.2729753,1.2729753,1.2729753,1.2729753
42:12.2,0.89161986,0.89161986,0.89161986,0.89161986
42:12.2,1.369657,1.369657,1.369657,1.369657
42:12.3,1.9551182,1.9551182,1.9551182,1.9551182
42:12.3,1.1655512,1.1655512,1.1655512,1.1655512
42:12.3,1.2300057,1.2300057,1.2300057,1.2300057
42:12.3,0.7277981,0.7277981,0.7277981,0.7277981
42:12.3,0.86207825,0.86207825,0.86207825,0.86207825
42:12.4,1.6435884,1.6435884,1.6435884,1.6435884
42:12.4,1.6704444,1.6704444,1.6704444,1.6704444
42:12.4,1.2595474,1.2595474,1.2595474,1.2595474
42:12.4,1.2944602,1.2944602,1.2944602,1.2944602
42:12.4,1.2649186,1.2649186,1.2649186,1.2649186
42:12.4,1.2514905,1.2514905,1.2514905,1.2514905
42:12.5,0.49415076,0.49415076,0.49415076,0.49415076
42:12.5,0.6928853,0.6928853,0.6928853,0.6928853
42:12.5,1.240748,1.240748,1.240748,1.240748
42:12.5,1.6677588,1.6677588,1.6677588,1.6677588
42:12.5,1.436797,1.436797,1.436797,1.436797
42:12.5,1.3374298,1.3374298,1.3374298,1.3374298
42:12.5,0.7331693,0.7331693,0.7331693,0.7331693
42:12.6,1.4179978,1.4179978,1.4179978,1.4179978
42:12.6,1.4797667,1.4797667,1.4797667,1.4797667
42:12.6,1.990031,1.990031,1.990031,1.990031
42:12.6,0.6445445,0.6445445,0.6445445,0.6445445
42:12.6,1.1548089,1.1548089,1.1548089,1.1548089
42:12.6,0.4108971,0.4108971,0.4108971,0.4108971
42:12.7,0.7251125,0.7251125,0.7251125,0.7251125
42:12.7,1.659702,1.659702,1.659702,1.659702
42:12.7,1.7483269,1.7483269,1.7483269,1.7483269
42:12.7,1.3052025,1.3052025,1.3052025,1.3052025
42:12.7,1.356229,1.356229,1.356229,1.356229
42:12.7,1.3454865,1.3454865,1.3454865,1.3454865
42:12.8,1.2676041,1.2676041,1.2676041,1.2676041
42:12.8,0,0,0,0
42:12.8,0.115480885,0.115480885,0.115480885,0.115480885
42:12.8,0.6714005,0.6714005,0.6714005,0.6714005
42:12.8,1.4609674,1.4609674,1.4609674,1.4609674
42:12.8,1.4663386,1.4663386,1.4663386,1.4663386
42:12.9,1.4126266,1.4126266,1.4126266,1.4126266
42:12.9,0.7331693,0.7331693,0.7331693,0.7331693
42:12.9,1.4851378,1.4851378,1.4851378,1.4851378
42:12.9,1.5898763,1.5898763,1.5898763,1.5898763
42:12.9,2.0491142,2.0491142,2.0491142,2.0491142
42:12.9,0,0,0,0
